name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,starts,form,xG&A_form,minutes_per_game,last_season_goals,last_season_assists,last_season_xG,last_season_xA,last_season_points_per_minute,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty
Remo Freuler,Nott'm Forest,Fulham,2023-02-11,False,DMC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.4,0,0,2,True,2.4,0.02,88.64,0,0,0,0,0,2,Nott'm Forest,True,Manchester City,
Remo Freuler,Nott'm Forest,Manchester City,2023-02-18,True,MC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.5,0,0,1,True,2.4,0.02,88.73,0,0,0,0,0,2,Nott'm Forest,False,West Ham,
Remo Freuler,Nott'm Forest,West Ham,2023-02-25,False,MC,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.7,0,0,4,True,2.4,0.02,88.81,0,0,0,0,0,2,Nott'm Forest,True,Everton,
Remo Freuler,Nott'm Forest,Everton,2023-03-05,True,MC,69,0.0,0.0,0.0,0.02,2,0.0,1.0,2.6,0,0,2,True,2.2,0.01,87.65,0,0,0,0,0,2,Nott'm Forest,False,Tottenham,
Remo Freuler,Nott'm Forest,Tottenham,2023-03-11,False,MC,66,0.0,0.0,0.0,0.0,2,0.0,0.0,0.6,0,0,3,True,2.2,0.0,86.44,0,0,0,0,0,1,Nott'm Forest,True,Newcastle United,
Remo Freuler,Nott'm Forest,Newcastle United,2023-03-17,True,Sub,32,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0,0,1,False,2.0,0.0,83.58,0,0,0,0,0,1,Nott'm Forest,True,Wolverhampton,
Remo Freuler,Nott'm Forest,Wolverhampton,2023-04-01,True,MC,90,0.0,0.0,0.0,0.03,1,0.0,1.0,1.7,0,0,1,True,1.8,0.0,83.9,0,0,0,0,0,2,Nott'm Forest,False,Leicester City,
Remo Freuler,Nott'm Forest,Leicester City,2023-04-04,False,MC,63,0.0,0.08,0.0,0.04,2,1.0,1.0,4.0,0,0,2,True,1.6,0.0,82.9,0,0,0,0,0,0,Nott'm Forest,False,Everton,0.64
Remo Freuler,Nott'm Forest,Everton,,False,,0,,,,,0,,,0.0,0,0,0,False,1.6,0.02,79.14,0,0,0,0,0,1,Nott'm Forest,False,Aston Villa,
Remo Freuler,Nott'm Forest,Aston Villa,2023-04-08,False,Sub,58,0.0,0.05,0.0,0.0,1,1.0,0.0,1.5,0,0,2,False,1.2,0.02,78.22,0,0,0,0,0,2,Nott'm Forest,True,Manchester United,
Remo Freuler,Nott'm Forest,Manchester United,2023-04-16,True,MC,64,0.0,0.0,0.0,0.0,2,0.0,0.0,0.4,0,0,1,True,1.0,0.03,77.62,0,0,0,0,0,2,Nott'm Forest,False,Liverpool,
Remo Freuler,Nott'm Forest,Liverpool,2023-04-22,False,MC,75,0.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0,0,3,True,1.2,0.03,77.52,0,0,0,0,0,0,Nott'm Forest,True,Brighton,
Remo Freuler,Nott'm Forest,Brighton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.4,0.03,74.54,0,0,0,0,0,0,Nott'm Forest,False,Brentford,
Remo Freuler,Nott'm Forest,Brentford,,False,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.01,71.78,0,0,0,0,0,0,Nott'm Forest,True,Southampton,
Remo Freuler,Nott'm Forest,Southampton,,True,,0,,,,,0,,,0.0,0,0,0,False,1.0,0.01,69.21,0,0,0,0,0,0,Nott'm Forest,False,Chelsea,
Remo Freuler,Nott'm Forest,Chelsea,,False,,0,,,,,0,,,0.0,0,0,0,False,0.8,0.0,66.83,0,0,0,0,0,0,Nott'm Forest,True,Arsenal,
Remo Freuler,Nott'm Forest,Arsenal,,True,,0,,,,,0,,,0.0,0,0,0,False,0.4,0.0,64.6,0,0,0,0,0,0,Nott'm Forest,False,Crystal Palace,
Remo Freuler,Nott'm Forest,Crystal Palace,,False,,0,,,,,0,,,0.0,0,0,0,False,0.0,0.0,62.52,0,0,0,0,0,1,Nott'm Forest,True,Tottenham,5.64
Remo Freuler,Nott'm Forest,Tottenham,2022-08-28,True,Sub,15,0.0,0.05,0.0,0.0,1,1.0,0.0,0.4,0,0,1,False,0.0,0.0,61.03,0,0,0,0,0,2,Nott'm Forest,False,Manchester City,4.94
Remo Freuler,Nott'm Forest,Manchester City,2022-08-31,False,MC,90,0.0,0.02,0.0,0.0,2,1.0,0.0,1.7,0,0,6,False,0.2,0.01,61.91,0,0,0,0,0,0,Nott'm Forest,True,Bournemouth,0.55
Remo Freuler,Nott'm Forest,Bournemouth,,True,,0,,,,,0,,,0.0,0,0,0,False,0.6,0.01,60.09,0,0,0,0,0,2,Nott'm Forest,True,Fulham,0.28
Remo Freuler,Nott'm Forest,Fulham,2022-09-16,True,MC,69,0.0,0.0,0.0,0.0,2,0.0,0.0,1.2,0,0,3,False,0.6,0.01,60.34,0,0,0,0,0,1,Nott'm Forest,False,Leeds United,3.17
Remo Freuler,Nott'm Forest,Leeds United,2022-10-03,False,Sub,45,0.0,0.0,0.0,0.06,1,0.0,1.0,2.4,0,0,1,False,1.0,0.01,59.92,0,0,0,0,0,0,Nott'm Forest,False,Arsenal,4.71
